EACODE;source;value
20104004;DoIWD;14
20105001;DoIWD;8
20105001;Madzi Alipo;6
20105001;WPDx;5
20105002;DoIWD;14
20105003;DoIWD;6
20105003;Madzi Alipo;4
20105004;DoIWD;4
20105004;Madzi Alipo;2
20105005;DoIWD;16
20105005;Madzi Alipo;1
20105006;DoIWD;7
20105006;Madzi Alipo;6
20105006;WPDx;5
20105007;DoIWD;6
20105007;Madzi Alipo;7
20105007;WPDx;4
20105008;DoIWD;5
20105008;Madzi Alipo;2
20105008;WPDx;2
20105009;DoIWD;14
20105009;Madzi Alipo;1
20105010;DoIWD;6
20105011;DoIWD;6
20105011;Madzi Alipo;3
20105012;DoIWD;3
20105012;Madzi Alipo;11
20105013;DoIWD;4
20105013;Madzi Alipo;11
20105014;DoIWD;5
20105015;DoIWD;7
20105016;DoIWD;8
20105017;DoIWD;10
20105017;Madzi Alipo;2
20105018;DoIWD;12
20105018;Madzi Alipo;9
20105018;WPDx;2
20105019;DoIWD;8
20105020;DoIWD;8
20105020;Madzi Alipo;5
20105020;WPDx;3
20106001;DoIWD;13
20106002;DoIWD;5
20106003;DoIWD;2
20106004;DoIWD;2
20106005;DoIWD;2
20106006;DoIWD;14
20106006;Madzi Alipo;2
20106007;DoIWD;14
20106008;DoIWD;17
20106008;Madzi Alipo;1
20106009;DoIWD;3
20106010;DoIWD;6
20106011;DoIWD;10
20106012;DoIWD;5
20106013;Madzi Alipo;1
20106014;DoIWD;10
20106015;DoIWD;2
20106016;DoIWD;5
20107001;DoIWD;1
20107001;Madzi Alipo;1
20107002;Madzi Alipo;3
20107003;DoIWD;2
20107003;Madzi Alipo;6
20107004;DoIWD;1
20107004;Madzi Alipo;5
20107005;Madzi Alipo;1
20107006;DoIWD;8
20107006;Madzi Alipo;5
20107007;DoIWD;8
20107007;Madzi Alipo;8
20107008;DoIWD;1
20107008;Madzi Alipo;5
20107009;DoIWD;13
20107009;Madzi Alipo;9
20107010;DoIWD;1
20107012;DoIWD;6
20107012;Madzi Alipo;1
20107013;DoIWD;9
20107013;Madzi Alipo;8
20107014;DoIWD;1
20107014;Madzi Alipo;5
20107015;DoIWD;5
20107015;Madzi Alipo;1
20107015;WPDx;2
20107016;DoIWD;4
20107017;DoIWD;7
20107017;Madzi Alipo;5
20107018;DoIWD;7
20107018;Madzi Alipo;9
20107019;DoIWD;4
20107019;Madzi Alipo;8
20107020;DoIWD;4
20107020;Madzi Alipo;3
20107021;DoIWD;4
20107021;Madzi Alipo;1
20107022;DoIWD;5
20107022;Madzi Alipo;1
20107022;WPDx;1
20107901;Madzi Alipo;1
20108002;Madzi Alipo;4
20108002;WPDx;4
20108003;DoIWD;14
20108003;Madzi Alipo;5
20108003;WPDx;6
20108004;DoIWD;4
20108004;Madzi Alipo;5
20108004;WPDx;4
20108005;DoIWD;6
20108005;OSM;2
20108006;DoIWD;3
20108006;Madzi Alipo;2
20108006;WPDx;1
20108007;DoIWD;3
20108007;Madzi Alipo;1
20108008;DoIWD;3
20108009;DoIWD;4
20108010;DoIWD;8
20108011;DoIWD;5
20108011;Madzi Alipo;1
20108012;DoIWD;2
20108012;Madzi Alipo;1
20108013;DoIWD;9
20108013;Madzi Alipo;1
20108014;DoIWD;8
20108014;Madzi Alipo;1
20108014;OSM;1
20108801;DoIWD;3
20108802;DoIWD;5
20108802;Madzi Alipo;1
20109001;DoIWD;6
20109002;DoIWD;6
20109003;DoIWD;8
20109003;Madzi Alipo;2
20109004;DoIWD;6
20109004;Madzi Alipo;3
20109005;DoIWD;5
20109005;Madzi Alipo;3
20109006;DoIWD;5
20109006;Madzi Alipo;1
20109007;DoIWD;2
20109009;DoIWD;2
20109011;DoIWD;3
20109012;DoIWD;7
20109012;Madzi Alipo;1
20109013;DoIWD;8
20109014;DoIWD;16
20109014;Madzi Alipo;2
20109015;DoIWD;1
20109016;DoIWD;4
20109016;Madzi Alipo;1
20109017;DoIWD;7
20109017;Madzi Alipo;1
20109018;DoIWD;11
20109018;Madzi Alipo;2
20109019;DoIWD;10
20109020;DoIWD;7
20109021;DoIWD;3
20109021;Madzi Alipo;1
20110001;DoIWD;2
20110002;DoIWD;8
20110003;DoIWD;17
20110004;DoIWD;10
20110005;DoIWD;17
20110006;DoIWD;7
20110007;DoIWD;8
20110008;DoIWD;4
20110009;DoIWD;8
20110010;DoIWD;5
20110011;DoIWD;3
20110012;DoIWD;4
20110013;DoIWD;13
20110014;DoIWD;9
20110015;DoIWD;15
20110016;DoIWD;14
20110016;Madzi Alipo;1
20110016;WPDx;1
20110017;DoIWD;8
20110019;DoIWD;3
20110019;Madzi Alipo;1
20110019;WPDx;1
20110020;DoIWD;13
20110021;DoIWD;6
20110022;DoIWD;14
20110023;DoIWD;7
20110024;DoIWD;8
20110025;DoIWD;3
20110025;Madzi Alipo;1
20110026;DoIWD;3
20110026;Madzi Alipo;4
20110026;WPDx;4
20110801;DoIWD;6
20111001;DoIWD;1
20111001;Madzi Alipo;1
20111002;Madzi Alipo;1
20111003;DoIWD;1
20111003;Madzi Alipo;5
20111004;DoIWD;2
20111004;Madzi Alipo;1
20111005;DoIWD;6
20111005;Madzi Alipo;2
20111006;DoIWD;2
20111006;Madzi Alipo;1
20111007;DoIWD;4
20111007;Madzi Alipo;1
20111008;DoIWD;8
20111009;DoIWD;5
20111009;Madzi Alipo;4
20111009;WPDx;1
20111010;DoIWD;4
20111010;Madzi Alipo;5
20111011;DoIWD;5
20111011;Madzi Alipo;4
20111011;WPDx;2
20111012;DoIWD;6
20111012;Madzi Alipo;3
20111013;DoIWD;5
20111013;Madzi Alipo;2
20111014;DoIWD;6
20111014;Madzi Alipo;6
20111015;DoIWD;3
20111015;Madzi Alipo;1
20111016;DoIWD;7
20111016;Madzi Alipo;5
20111017;DoIWD;1
20111017;Madzi Alipo;1
20111018;Madzi Alipo;3
20111019;DoIWD;4
20111019;Madzi Alipo;6
20111020;DoIWD;5
20111020;Madzi Alipo;2
20111021;DoIWD;5
20111021;Madzi Alipo;5
20111022;DoIWD;5
20111022;Madzi Alipo;8
20111022;WPDx;3
20111023;DoIWD;5
20111023;Madzi Alipo;4
20111023;WPDx;2
20111024;DoIWD;10
20111024;Madzi Alipo;10
20111025;DoIWD;18
20111025;Madzi Alipo;6
20111026;DoIWD;10
20111026;Madzi Alipo;7
20111027;DoIWD;5
20111027;Madzi Alipo;2
20111028;DoIWD;7
20111028;Madzi Alipo;13
20111028;WPDx;1
20111029;DoIWD;14
20111029;Madzi Alipo;12
20111029;WPDx;1
20111030;DoIWD;10
20111030;Madzi Alipo;9
20111031;DoIWD;4
20111031;Madzi Alipo;9
20111031;WPDx;1
20111032;DoIWD;4
20111032;Madzi Alipo;4
20111033;DoIWD;3
20111033;Madzi Alipo;7
20111034;DoIWD;3
20111034;Madzi Alipo;8
20111034;WPDx;2
20111035;DoIWD;3
20111035;Madzi Alipo;4
20111036;DoIWD;1
20111036;Madzi Alipo;7
20111037;DoIWD;5
20111037;Madzi Alipo;7
20111801;DoIWD;8
20111801;Madzi Alipo;1
20111802;DoIWD;10
20111802;Madzi Alipo;8
20111803;DoIWD;7
20111803;Madzi Alipo;8
20111803;WPDx;3
20112002;DoIWD;3
20112003;DoIWD;7
20112004;DoIWD;7
20112004;Madzi Alipo;2
20112005;DoIWD;3
20112005;Madzi Alipo;1
20112006;DoIWD;18
20112009;DoIWD;1
20112010;DoIWD;2
20112011;DoIWD;2
20112012;DoIWD;10
20112012;Madzi Alipo;1
20112013;DoIWD;7
20112013;Madzi Alipo;1
20112014;DoIWD;7
20112014;Madzi Alipo;1
20112015;DoIWD;3
20112016;DoIWD;3
20112017;DoIWD;3
20112020;DoIWD;3
20112021;DoIWD;1
20112024;DoIWD;6
20112025;DoIWD;1
20112026;DoIWD;6
20112027;DoIWD;8
20112027;Madzi Alipo;1
20112028;DoIWD;1
20112029;DoIWD;1
20112030;DoIWD;2
20112031;DoIWD;9
20112031;Madzi Alipo;1
20112034;DoIWD;1
20112037;Madzi Alipo;1
20112039;Madzi Alipo;1
20112040;DoIWD;4
20112041;DoIWD;4
20112042;DoIWD;4
20112042;Madzi Alipo;3
20112045;DoIWD;3
20112046;DoIWD;8
20112047;DoIWD;6
20112048;DoIWD;2
20112048;Madzi Alipo;1
20112801;DoIWD;2
20112802;DoIWD;7
20112803;DoIWD;8
20113001;MRCS;4
20113002;DoIWD;10
20113002;MRCS;13
20113003;DoIWD;6
20113003;MRCS;2
20113004;DoIWD;11
20113005;DoIWD;6
20113006;DoIWD;10
20113006;MRCS;1
20113007;DoIWD;5
20113007;MRCS;3
20113008;DoIWD;13
20113008;MRCS;6
20113009;DoIWD;6
20113009;MRCS;3
20113010;DoIWD;6
20113011;DoIWD;3
20113012;DoIWD;9
20113013;DoIWD;6
20113015;Madzi Alipo;1
20113804;DoIWD;1
20114001;DoIWD;13
20114001;Madzi Alipo;2
20114002;DoIWD;3
20114002;Madzi Alipo;1
20114003;DoIWD;6
20114004;DoIWD;1
20114004;Madzi Alipo;1
20114004;WPDx;1
20114005;DoIWD;3
20114005;Madzi Alipo;2
20114006;DoIWD;7
20114007;DoIWD;18
20114007;WPDx;2
20114008;DoIWD;8
20114008;Madzi Alipo;2
20114009;DoIWD;2
20114010;DoIWD;9
20114010;Madzi Alipo;4
20114011;DoIWD;9
20114011;Madzi Alipo;3
20115901;DoIWD;7
20120702;DoIWD;2
20120702;Madzi Alipo;2
20120703;DoIWD;3
20120704;DoIWD;1
20120705;DoIWD;2
20120706;DoIWD;1
20120707;Madzi Alipo;2
20120707;WPDx;1
20120709;DoIWD;3
20120709;Madzi Alipo;4
20120710;DoIWD;9
20120710;Madzi Alipo;2
20120711;Madzi Alipo;19
20120712;DoIWD;1
20120713;Madzi Alipo;1
20120714;Madzi Alipo;1
20120720;DoIWD;1
20201001;DoIWD;2
20201002;DoIWD;9
20201003;DoIWD;2
20201005;DoIWD;7
20201006;DoIWD;8
20201007;DoIWD;15
20201008;DoIWD;6
20201009;DoIWD;5
20201010;DoIWD;9
20201011;DoIWD;10
20201011;WPDx;1
20201025;DoIWD;1
20201026;DoIWD;12
20201027;DoIWD;12
20201028;DoIWD;7
20201029;DoIWD;1
20201031;DoIWD;3
20201032;DoIWD;10
20201033;DoIWD;6
20201034;DoIWD;4
20201035;DoIWD;12
20201036;DoIWD;10
20201040;DoIWD;2
20201043;Madzi Alipo;1
20201801;DoIWD;13
20201802;DoIWD;9
20201803;DoIWD;6
20201804;DoIWD;7
20201805;DoIWD;11
20201805;WPDx;2
20202001;DoIWD;2
20202003;DoIWD;6
20202004;DoIWD;5
20202005;DoIWD;13
20202006;DoIWD;4
20202007;DoIWD;5
20202801;DoIWD;38
20202802;DoIWD;23
20203001;DoIWD;5
20203002;DoIWD;8
20203002;WPDx;1
20203003;DoIWD;12
20203003;WPDx;3
20203004;DoIWD;4
20203005;DoIWD;5
20203005;WPDx;1
20203006;DoIWD;10
20203006;WPDx;7
20203007;DoIWD;13
20203007;WPDx;3
20203008;DoIWD;6
20203008;WPDx;1
20203009;DoIWD;12
20203010;DoIWD;17
20203010;Madzi Alipo;2
20203010;WPDx;2
20203011;DoIWD;5
20203012;DoIWD;8
20203012;Madzi Alipo;1
20203012;WPDx;1
20203013;DoIWD;6
20203013;Madzi Alipo;1
20203013;WPDx;1
20203014;DoIWD;6
20203014;WPDx;2
20203015;DoIWD;7
20203015;WPDx;3
20203016;DoIWD;5
20203017;DoIWD;7
20203018;DoIWD;8
20203018;Madzi Alipo;1
20203018;WPDx;1
20203019;DoIWD;4
20203020;DoIWD;7
20203021;DoIWD;4
20203022;DoIWD;4
20203022;Madzi Alipo;1
20203022;WPDx;1
20203023;DoIWD;5
20203024;DoIWD;3
20203024;Madzi Alipo;1
20203024;WPDx;1
20203025;DoIWD;4
20203026;DoIWD;2
20203027;DoIWD;9
20203027;Madzi Alipo;3
20203027;WPDx;3
20203028;DoIWD;4
20203028;WPDx;5
20203029;DoIWD;6
20203029;WPDx;3
20203030;DoIWD;6
20203030;Madzi Alipo;1
20203030;WPDx;1
20203031;DoIWD;3
20203032;DoIWD;10
20203032;Madzi Alipo;1
20203032;WPDx;2
20203033;DoIWD;3
20203034;DoIWD;3
20203034;Madzi Alipo;1
20203034;WPDx;1
20204002;Madzi Alipo;1
20204002;WPDx;1
20204003;WPDx;2
20204005;WPDx;2
20204006;WPDx;10
20204008;WPDx;3
20204012;WPDx;3
20205001;DoIWD;27
20205001;WPDx;8
20205002;DoIWD;4
20205002;WPDx;1
20205003;DoIWD;3
20205004;DoIWD;22
20205004;Madzi Alipo;5
20205004;WPDx;5
20205005;DoIWD;2
20205006;DoIWD;1
20205007;DoIWD;6
20205007;Madzi Alipo;2
20205007;WPDx;2
20205008;DoIWD;7
20205009;DoIWD;28
20205010;DoIWD;9
20205011;DoIWD;16
20205012;DoIWD;5
20205013;DoIWD;13
20205014;DoIWD;22
20205015;DoIWD;1
20205016;DoIWD;4
20205017;DoIWD;6
20205018;DoIWD;3
20205019;DoIWD;1
20205020;DoIWD;5
20205021;DoIWD;10
20205022;DoIWD;10
20205022;Madzi Alipo;5
20205022;WPDx;5
20205023;DoIWD;10
20205024;DoIWD;6
20205025;DoIWD;9
20205026;DoIWD;9
20205027;DoIWD;9
20205028;DoIWD;16
20205029;DoIWD;17
20205030;DoIWD;16
20205030;Madzi Alipo;1
20205031;DoIWD;6
20205032;DoIWD;14
20205033;DoIWD;19
20205034;DoIWD;4
20205801;DoIWD;11
20205801;Madzi Alipo;1
20205801;WPDx;1
20206001;DoIWD;4
20206002;DoIWD;2
20206003;DoIWD;6
20206003;WPDx;2
20206004;DoIWD;12
20206005;DoIWD;20
20206006;DoIWD;21
20206007;DoIWD;14
20206008;DoIWD;10
20206009;DoIWD;10
20206010;DoIWD;5
20206011;DoIWD;15
20206012;DoIWD;16
20206013;DoIWD;12
20206014;DoIWD;10
20206015;DoIWD;8
20206801;DoIWD;19
20207901;DoIWD;1
20207901;Madzi Alipo;2
20207901;WPDx;2
20220701;DoIWD;5
20220702;DoIWD;3
20220703;DoIWD;1
20220705;DoIWD;1
20220706;DoIWD;1
20220707;DoIWD;2
20220708;DoIWD;1
20220709;DoIWD;2
20220710;DoIWD;7
20220710;WPDx;1
20220711;DoIWD;3
20220711;Madzi Alipo;1
20220711;WPDx;1
20220713;DoIWD;9
20220713;Madzi Alipo;1
20220713;WPDx;1
20220714;DoIWD;9
20220714;Madzi Alipo;2
20220714;WPDx;4
20220715;DoIWD;6
20220715;Madzi Alipo;1
20220715;WPDx;1
20220716;DoIWD;4
20301001;DoIWD;6
20301002;DoIWD;22
20301003;DoIWD;13
20301004;DoIWD;2
20301005;DoIWD;7
20301006;DoIWD;2
20301007;DoIWD;9
20301008;DoIWD;5
20301009;DoIWD;9
20301010;DoIWD;1
20301801;DoIWD;12
20302001;DoIWD;5
20302002;DoIWD;4
20302003;DoIWD;3
20302004;DoIWD;8
20302005;DoIWD;2
20302006;DoIWD;2
20302007;DoIWD;2
20302008;DoIWD;7
20302009;DoIWD;7
20302010;DoIWD;3
20302011;DoIWD;2
20302012;DoIWD;5
20302013;DoIWD;6
20302014;DoIWD;7
20302015;DoIWD;5
20303001;DoIWD;2
20303002;DoIWD;4
20303003;DoIWD;3
20303004;DoIWD;5
20303005;DoIWD;3
20303006;DoIWD;1
20303007;DoIWD;10
20303008;DoIWD;6
20303009;DoIWD;3
20303010;DoIWD;8
20303012;DoIWD;3
20303013;DoIWD;5
20303014;DoIWD;8
20303015;DoIWD;3
20303016;DoIWD;5
20303017;DoIWD;8
20303018;DoIWD;1
20303019;DoIWD;5
20303020;DoIWD;1
20303021;DoIWD;2
20303022;DoIWD;3
20303023;DoIWD;4
20303024;DoIWD;1
20303024;Madzi Alipo;1
20303025;DoIWD;8
20303026;DoIWD;5
20303027;DoIWD;5
20303028;DoIWD;14
20303029;DoIWD;5
20303030;DoIWD;11
20303031;DoIWD;3
20303032;DoIWD;4
20303033;DoIWD;2
20303034;DoIWD;2
20303035;DoIWD;6
20303036;DoIWD;5
20303036;Madzi Alipo;1
20303036;WPDx;2
20303037;DoIWD;5
20303038;DoIWD;5
20303039;DoIWD;7
20303040;DoIWD;3
20303041;DoIWD;4
20303042;DoIWD;2
20303042;Madzi Alipo;1
20303044;DoIWD;4
20303044;WPDx;2
20303045;DoIWD;8
20303046;DoIWD;4
20303046;Madzi Alipo;1
20303047;DoIWD;3
20303048;DoIWD;1
20303048;Madzi Alipo;1
20303049;DoIWD;3
20303050;DoIWD;10
20303051;DoIWD;7
20303052;DoIWD;1
20303053;DoIWD;4
20303053;Madzi Alipo;1
20303054;DoIWD;4
20303055;DoIWD;1
20303056;DoIWD;2
20303056;Madzi Alipo;2
20303057;DoIWD;7
20303058;DoIWD;6
20303801;DoIWD;6
20303902;DoIWD;2
20304001;DoIWD;8
20304002;DoIWD;5
20304003;DoIWD;11
20304004;DoIWD;7
20304005;DoIWD;13
20304006;DoIWD;9
20304007;DoIWD;9
20304008;DoIWD;4
20304009;DoIWD;9
20304010;DoIWD;20
20304011;DoIWD;7
20304012;DoIWD;2
20304013;DoIWD;12
20304013;WPDx;2
20304014;DoIWD;12
20304015;DoIWD;8
20305001;DoIWD;3
20305002;DoIWD;1
20305003;DoIWD;2
20305004;DoIWD;3
20305006;DoIWD;1
20305006;WPDx;1
20305007;DoIWD;3
20305008;DoIWD;3
20305009;DoIWD;2
20305010;DoIWD;6
20305010;Madzi Alipo;1
20305011;DoIWD;7
20305012;DoIWD;6
20305012;WPDx;1
20305013;DoIWD;2
20305014;DoIWD;3
20305014;WPDx;5
20305015;DoIWD;3
20305015;WPDx;1
20305016;DoIWD;1
20305016;WPDx;1
20305017;DoIWD;4
20305017;WPDx;2
20305018;DoIWD;3
20305019;DoIWD;4
20305020;DoIWD;3
20305021;DoIWD;5
20305021;WPDx;3
20305022;DoIWD;8
20305023;DoIWD;9
20305024;DoIWD;4
20305025;DoIWD;5
20305026;DoIWD;4
20305026;WPDx;2
20305027;DoIWD;7
20305028;DoIWD;7
20305029;DoIWD;6
20305030;DoIWD;7
20305031;DoIWD;5
20305032;DoIWD;11
20305033;DoIWD;5
20305034;DoIWD;11
20305034;WPDx;1
20305035;DoIWD;1
20305036;DoIWD;16
20305036;WPDx;2
20305037;DoIWD;4
20305037;WPDx;4
20305038;DoIWD;2
20305038;WPDx;2
20305039;DoIWD;7
20305039;WPDx;1
20305040;DoIWD;10
20305040;WPDx;3
20305041;DoIWD;5
20305041;WPDx;2
20305801;DoIWD;4
20305802;DoIWD;5
20305901;DoIWD;2
20320701;DoIWD;1
20320702;DoIWD;2
20401001;Madzi Alipo;9
20401002;DoIWD;3
20401002;Madzi Alipo;3
20401003;DoIWD;2
20401003;Madzi Alipo;5
20401004;Madzi Alipo;3
20401005;Madzi Alipo;5
20401006;Madzi Alipo;2
20401007;Madzi Alipo;1
20401008;DoIWD;6
20401008;Madzi Alipo;8
20401009;DoIWD;5
20401009;Madzi Alipo;1
20401010;DoIWD;3
20401010;Madzi Alipo;1
20401011;Madzi Alipo;1
20401012;Madzi Alipo;2
20401013;DoIWD;3
20401013;Madzi Alipo;3
20401014;DoIWD;6
20401014;Madzi Alipo;2
20401015;DoIWD;12
20401015;Madzi Alipo;4
20401016;DoIWD;6
20401017;DoIWD;5
20401017;Madzi Alipo;6
20401017;WPDx;1
20401018;DoIWD;7
20401018;Madzi Alipo;1
20401019;DoIWD;14
20401019;Madzi Alipo;11
20401020;DoIWD;6
20401020;Madzi Alipo;7
20401021;DoIWD;11
20401021;Madzi Alipo;3
20401022;DoIWD;10
20401022;Madzi Alipo;2
20401023;Madzi Alipo;1
20401024;DoIWD;3
20401024;Madzi Alipo;1
20401025;DoIWD;9
20401025;Madzi Alipo;8
20401026;DoIWD;8
20401026;Madzi Alipo;4
20401026;WPDx;1
20401028;DoIWD;4
20401028;Madzi Alipo;3
20401029;DoIWD;8
20401029;Madzi Alipo;3
20401030;DoIWD;5
20401030;Madzi Alipo;2
20401031;DoIWD;5
20401031;Madzi Alipo;1
20401032;DoIWD;7
20401032;Madzi Alipo;5
20401032;WPDx;3
20401033;DoIWD;5
20401033;Madzi Alipo;7
20401033;WPDx;1
20401034;DoIWD;2
20401034;Madzi Alipo;1
20401035;DoIWD;7
20401035;Madzi Alipo;2
20401036;DoIWD;7
20401036;Madzi Alipo;2
20401037;DoIWD;7
20401037;Madzi Alipo;7
20401038;DoIWD;1
20401038;Madzi Alipo;2
20401039;DoIWD;5
20401039;Madzi Alipo;5
20401040;Madzi Alipo;2
20402001;DoIWD;15
20402001;Madzi Alipo;4
20402002;DoIWD;9
20402002;Madzi Alipo;6
20402003;DoIWD;7
20402003;Madzi Alipo;3
20402004;DoIWD;8
20402004;Madzi Alipo;4
20402005;DoIWD;10
20402005;Madzi Alipo;6
20402006;DoIWD;5
20402006;Madzi Alipo;3
20402007;DoIWD;14
20402007;Madzi Alipo;2
20402008;DoIWD;11
20402008;Madzi Alipo;1
20402009;DoIWD;15
20402009;Madzi Alipo;5
20402010;DoIWD;16
20402010;Madzi Alipo;3
20402011;DoIWD;5
20402011;Madzi Alipo;4
20402012;DoIWD;4
20402013;DoIWD;2
20402013;Madzi Alipo;2
20402014;DoIWD;10
20402014;Madzi Alipo;4
20402015;DoIWD;4
20402015;Madzi Alipo;1
20402016;DoIWD;3
20402016;Madzi Alipo;7
20402017;DoIWD;10
20402017;Madzi Alipo;5
20402018;DoIWD;1
20402018;Madzi Alipo;2
20402019;DoIWD;7
20402019;Madzi Alipo;9
20402019;WPDx;2
20402020;Madzi Alipo;4
20402021;DoIWD;2
20402021;Madzi Alipo;1
20402022;DoIWD;2
20402022;Madzi Alipo;9
20402023;DoIWD;3
20402023;Madzi Alipo;7
20402024;DoIWD;2
20402024;Madzi Alipo;2
20402025;DoIWD;4
20402025;Madzi Alipo;6
20402029;DoIWD;1
20402029;Madzi Alipo;2
20402030;DoIWD;2
20402030;Madzi Alipo;2
20402031;DoIWD;5
20402031;Madzi Alipo;4
20402032;Madzi Alipo;3
20402033;DoIWD;2
20402033;Madzi Alipo;4
20402034;DoIWD;7
20402034;Madzi Alipo;2
20402035;DoIWD;5
20402035;Madzi Alipo;2
20402036;DoIWD;6
20402036;Madzi Alipo;3
20402037;DoIWD;5
20402037;Madzi Alipo;2
20402038;DoIWD;9
20402038;Madzi Alipo;1
20402039;DoIWD;3
20402039;Madzi Alipo;1
20402040;DoIWD;3
20402040;Madzi Alipo;1
20402041;DoIWD;2
20402042;DoIWD;1
20402042;Madzi Alipo;2
20402043;DoIWD;6
20402043;Madzi Alipo;3
20402044;Madzi Alipo;3
20402045;DoIWD;3
20402045;Madzi Alipo;4
20402046;DoIWD;1
20402046;Madzi Alipo;3
20402047;DoIWD;4
20402047;Madzi Alipo;2
20402048;Madzi Alipo;4
20402049;Madzi Alipo;1
20402050;DoIWD;5
20402050;Madzi Alipo;11
20402051;DoIWD;1
20402051;Madzi Alipo;2
20402052;DoIWD;13
20402052;Madzi Alipo;3
20402053;DoIWD;3
20402053;Madzi Alipo;5
20402054;DoIWD;1
20402054;Madzi Alipo;7
20402054;WPDx;2
20402055;Madzi Alipo;2
20402056;Madzi Alipo;3
20402057;DoIWD;1
20402057;Madzi Alipo;1
20402058;DoIWD;1
20402058;Madzi Alipo;1
20402059;DoIWD;5
20402059;Madzi Alipo;3
20402060;DoIWD;1
20402061;DoIWD;2
20402061;Madzi Alipo;6
20402801;DoIWD;7
20402801;Madzi Alipo;1
20402805;DoIWD;3
20402805;Madzi Alipo;1
20402901;DoIWD;2
20402901;Madzi Alipo;1
20403001;DoIWD;2
20403001;Madzi Alipo;2
20403002;DoIWD;1
20403002;Madzi Alipo;1
20403004;DoIWD;3
20403004;Madzi Alipo;5
20403005;DoIWD;3
20403005;Madzi Alipo;4
20403006;DoIWD;4
20403006;Madzi Alipo;5
20403007;DoIWD;3
20403007;Madzi Alipo;10
20403009;DoIWD;4
20403009;Madzi Alipo;2
20403010;DoIWD;10
20403010;Madzi Alipo;11
20403011;DoIWD;9
20403011;Madzi Alipo;3
20403012;DoIWD;2
20403012;Madzi Alipo;1
20403013;DoIWD;2
20403013;Madzi Alipo;1
20403014;DoIWD;2
20403015;DoIWD;8
20403015;Madzi Alipo;4
20403016;DoIWD;4
20403016;Madzi Alipo;3
20403017;DoIWD;6
20403017;Madzi Alipo;11
20403017;WPDx;4
20403018;DoIWD;3
20403018;Madzi Alipo;2
20403019;DoIWD;1
20403021;DoIWD;5
20403021;Madzi Alipo;1
20403022;DoIWD;3
20403022;Madzi Alipo;1
20403023;DoIWD;2
20403024;DoIWD;6
20403024;Madzi Alipo;3
20403024;WPDx;1
20403025;DoIWD;6
20403025;Madzi Alipo;5
20403026;DoIWD;3
20403026;Madzi Alipo;4
20403026;WPDx;1
20403027;DoIWD;1
20403027;Madzi Alipo;3
20403028;DoIWD;5
20403029;DoIWD;8
20403029;Madzi Alipo;1
20403030;DoIWD;3
20403030;Madzi Alipo;6
20403031;DoIWD;1
20403031;Madzi Alipo;2
20403032;DoIWD;3
20403032;Madzi Alipo;3
20403033;DoIWD;5
20403033;Madzi Alipo;1
20403035;DoIWD;3
20403035;Madzi Alipo;4
20403035;WPDx;3
20403036;DoIWD;6
20403036;Madzi Alipo;3
20403037;DoIWD;4
20403037;Madzi Alipo;1
20403038;DoIWD;6
20403039;DoIWD;1
20403039;Madzi Alipo;7
20403040;DoIWD;2
20403040;Madzi Alipo;2
20403041;DoIWD;4
20403042;Madzi Alipo;3
20403042;WPDx;1
20403043;DoIWD;4
20403043;Madzi Alipo;1
20403044;DoIWD;4
20403044;Madzi Alipo;2
20403044;WPDx;1
20403801;DoIWD;6
20403801;Madzi Alipo;1
20404001;DoIWD;3
20404001;Madzi Alipo;2
20404002;DoIWD;1
20404003;DoIWD;1
20404004;DoIWD;2
20404004;Madzi Alipo;1
20404005;DoIWD;1
20404006;DoIWD;3
20404007;DoIWD;3
20404008;DoIWD;1
20404009;DoIWD;4
20404009;Madzi Alipo;1
20404010;DoIWD;6
20404011;DoIWD;8
20404011;Madzi Alipo;1
20404012;DoIWD;5
20404012;Madzi Alipo;2
20404013;DoIWD;3
20404014;DoIWD;6
20404014;Madzi Alipo;1
20404015;DoIWD;3
20404016;DoIWD;5
20404017;DoIWD;6
20404017;Madzi Alipo;6
20404019;DoIWD;12
20404020;DoIWD;8
20404020;Madzi Alipo;1
20404020;WPDx;1
20404021;DoIWD;3
20404022;DoIWD;4
20404023;DoIWD;1
20404023;Madzi Alipo;1
20404024;DoIWD;3
20404024;Madzi Alipo;2
20404025;DoIWD;2
20404026;DoIWD;7
20404026;Madzi Alipo;2
20404027;DoIWD;2
20404027;Madzi Alipo;1
20404028;DoIWD;2
20404029;DoIWD;4
20404029;Madzi Alipo;2
20404030;DoIWD;1
20404031;DoIWD;4
20404031;Madzi Alipo;3
20404031;WPDx;2
20404032;DoIWD;3
20404032;Madzi Alipo;7
20404032;WPDx;1
20404034;DoIWD;12
20404034;Madzi Alipo;5
20404034;WPDx;1
20404035;DoIWD;5
20404035;Madzi Alipo;4
20404035;WPDx;2
20404036;DoIWD;2
20404037;DoIWD;2
20404037;Madzi Alipo;4
20404038;DoIWD;13
20404039;DoIWD;2
20404039;Madzi Alipo;3
20404040;DoIWD;5
20404040;Madzi Alipo;1
20404041;DoIWD;6
20404042;DoIWD;7
20404042;Madzi Alipo;4
20404043;DoIWD;4
20404044;DoIWD;5
20404044;Madzi Alipo;4
20404044;WPDx;2
20404046;Madzi Alipo;2
20404047;DoIWD;1
20404047;Madzi Alipo;2
20404049;DoIWD;1
20404049;Madzi Alipo;1
20404049;WPDx;2
20404050;DoIWD;3
20404050;Madzi Alipo;8
20404050;WPDx;3
